,A,B,C,D,E,F,G,H,I,J
4.0,1740,1380,1740,1680,1800,1790,1210,1920,1730,2020
10.0,1740,1380,1740,1720,1800,1790,1210,1920,1730,2020
17.0,1740,1380,1740,1720,1800,1790,1210,1920,1730,2020
