,A,B,C,D,E,F,G,H
8.0,5807408,5797132,5319389,5446180,5907599,5824485,5387100,5289900
16.0,5985770,6022837,5578804,5656168,6098072,6010505,5563500,5548500
25.0,6305060,6213310,5772521,5773442,6301757,6128365,5820600,5619900
