,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,8926986,14731,606,375,4,KYMT
15.0/F中層A,15.0,中層,A,9552984,15764,606,401,4,KYMT
24.0/F高層A,24.0,高層,A,10168074,16779,606,394,4,KYMT
6.0/F低層B,6.0,低層,B,9986900,14267,700,324,4,KYMT
15.0/F中層B,15.0,中層,B,10653300,15219,700,350,4,KYMT
24.0/F高層B,24.0,高層,B,11092200,15846,700,332,4,KYMT
6.0/F低層C,6.0,低層,C,8841740,14986,590,353,3,KYMT
15.0/F中層C,15.0,中層,C,9452390,16021,590,372,3,KYMT
24.0/F高層C,24.0,高層,C,9824090,16651,590,355,3,KYMT
6.0/F低層D,6.0,低層,D,7409478,15501,478,377,4,KYMT
15.0/F中層D,15.0,中層,D,7911378,16551,478,394,4,KYMT
24.0/F高層D,24.0,高層,D,8204392,17164,478,376,4,KYMT
6.0/F低層E,6.0,低層,E,7069620,14790,478,337,3,KYMT
15.0/F中層E,15.0,中層,E,7558136,15812,478,365,3,KYMT
24.0/F高層E,24.0,高層,E,8029922,16799,478,364,3,KYMT
6.0/F低層F,6.0,低層,F,9032310,15309,590,391,4,KYMT
15.0/F中層F,15.0,中層,F,9570980,16222,590,324,3,KYMT
24.0/F高層F,24.0,高層,F,10047110,17029,590,391,4,KYMT
6.0/F低層G,6.0,低層,G,10390800,14844,700,309,4,KYMT
15.0/F中層G,15.0,中層,G,10854900,15507,700,327,4,KYMT
24.0/F高層G,24.0,高層,G,11550000,16500,700,315,4,KYMT
6.0/F低層H,6.0,低層,H,9154842,15107,606,376,4,KYMT
15.0/F中層H,15.0,中層,H,9774780,16130,606,384,4,KYMT
24.0/F高層H,24.0,高層,H,10152924,16754,606,363,4,KYMT
