,A,B,C,D,E,F,G,H
8.0,12232784,12349535,9623448,9519532,15941824,16346365,15933799,15887208
22.0,12962224,13078110,11059416,10277564,16378904,17426002,16433879,16816056
35.0,13746560,13871615,11708712,11729377,17422544,17452792,17512623,17245848
