,1,10,11,2,3,4,5,6,7,8,9
2.0,665,364,385,521,405,405,405,405,342,369,339
3.0,665,364,385,521,405,405,405,405,342,369,339
4.0,665,364,385,521,405,405,405,405,342,369,339
