,15,16,17,19,22,25,28,3,31,4,45,46,47,52
7.0,5519,5519,4908,5503,5450,5492,4856,4931,5519,5574,5441,4525,5355,5492
12.0,5644,5644,5039,5631,5574,5616,5037,5115,5644,5699,5014,5014,5014,5616
19.0,5329,5329,5284,5477,5326,5304,5290,5296,5329,5876,5252,5252,5353,5304
