,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,4360804,16394,266,396,4,KYMT
10.0/F中層A,10.0,中層,A,4736928,17808,266,410,4,KYMT
14.0/F高層A,14.0,高層,A,4872322,18317,266,405,4,KYMT
5.0/F低層B,5.0,低層,B,4111229,15997,257,397,3,KYMT
10.0/F中層B,10.0,中層,B,4259775,16575,257,387,3,KYMT
14.0/F高層B,14.0,高層,B,4380565,17045,257,369,3,KYMT
5.0/F低層C,5.0,低層,C,4494673,17489,257,365,3,KYMT
10.0/F中層C,10.0,中層,C,4662751,18143,257,388,3,KYMT
14.0/F高層C,14.0,高層,C,4738566,18438,257,418,3,KYMT
5.0/F低層D,5.0,低層,D,4536630,17055,266,330,3,KYMT
10.0/F中層D,10.0,中層,D,4818058,18113,266,331,3,KYMT
14.0/F高層D,14.0,高層,D,4833220,18170,266,404,4,KYMT
