,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層1,8.0,低層,1,4556167,8453,539
20.0/F中層1,20.0,中層,1,4744380,8868,535
32.0/F高層1,32.0,高層,1,4914690,9273,530
8.0/F低層10,8.0,低層,10,4560479,8461,539
20.0/F中層10,20.0,中層,10,4635240,8664,535
32.0/F高層10,32.0,高層,10,4923700,9290,530
8.0/F低層11,8.0,低層,11,4385843,8137,539
20.0/F中層11,20.0,中層,11,4655035,8701,535
32.0/F高層11,32.0,高層,11,4933770,9309,530
8.0/F低層12,8.0,低層,12,3840710,8870,433
20.0/F中層12,20.0,中層,12,4157439,9691,429
32.0/F高層12,32.0,高層,12,4325178,10153,426
8.0/F低層13,8.0,低層,13,3929042,9074,433
20.0/F中層13,20.0,中層,13,4172454,9726,429
32.0/F高層13,32.0,高層,13,4311972,10122,426
8.0/F低層14,8.0,低層,14,3913236,9186,426
20.0/F中層14,20.0,中層,14,4222616,9959,424
32.0/F高層14,32.0,高層,14,4385557,10417,421
8.0/F低層15,8.0,低層,15,,,
20.0/F中層15,20.0,中層,15,,,
32.0/F高層15,32.0,高層,15,,,
8.0/F低層16,8.0,低層,16,,,
20.0/F中層16,20.0,中層,16,,,
32.0/F高層16,32.0,高層,16,,,
8.0/F低層17,8.0,低層,17,3905994,9169,426
20.0/F中層17,20.0,中層,17,4122552,9723,424
32.0/F高層17,32.0,高層,17,4289148,10188,421
8.0/F低層18,8.0,低層,18,5040587,8387,601
20.0/F中層18,20.0,中層,18,5144560,8560,601
32.0/F高層18,32.0,高層,18,5429754,9141,594
8.0/F低層19,8.0,低層,19,5039986,8386,601
20.0/F中層19,20.0,中層,19,5118678,8574,597
32.0/F高層19,32.0,高層,19,5459454,9191,594
8.0/F低層2,8.0,低層,2,3840710,8870,433
20.0/F中層2,20.0,中層,2,4157439,9691,429
32.0/F高層2,32.0,高層,2,4325178,10153,426
8.0/F低層20,8.0,低層,20,4473700,8300,539
20.0/F中層20,20.0,中層,20,4586020,8572,535
32.0/F高層20,32.0,高層,20,4826770,9022,535
8.0/F低層3,8.0,低層,3,3884876,8972,433
20.0/F中層3,20.0,中層,3,4054668,9518,426
32.0/F高層3,32.0,高層,3,4262556,10006,426
8.0/F低層4,8.0,低層,4,3869358,9083,426
20.0/F中層4,20.0,中層,4,4111952,9698,424
32.0/F高層4,32.0,高層,4,4296726,10206,421
8.0/F低層5,8.0,低層,5,,,
20.0/F中層5,20.0,中層,5,,,
32.0/F高層5,32.0,高層,5,,,
8.0/F低層6,8.0,低層,6,,,
20.0/F中層6,20.0,中層,6,,,
32.0/F高層6,32.0,高層,6,,,
8.0/F低層7,8.0,低層,7,3864672,9072,426
20.0/F中層7,20.0,中層,7,4101382,9742,421
32.0/F高層7,32.0,高層,7,4289148,10188,421
8.0/F低層8,8.0,低層,8,4905549,8217,597
20.0/F中層8,20.0,中層,8,5071515,8495,597
32.0/F高層8,32.0,高層,8,5459454,9191,594
8.0/F低層9,8.0,低層,9,4932407,8207,601
20.0/F中層9,20.0,中層,9,5099485,8485,601
32.0/F高層9,32.0,高層,9,5511170,9170,601
