,1,10,11,12,13,14,15,1A,2,2A,3,4,5,6,7,8,9
3.0,534,639,639,627,639,852,614,222,975,431,586,650,610,610,610,585,635
8.0,534,638,638,627,639,852,614,227,975,440,586,650,610,576,610,550,638
13.0,534,323,323,638,639,852,614,227,410,440,586,650,262,311,337,330,346
