,11,12,13,14,15,18,21,24,27,29,35,36,4,41,5,6,8
8.0,1670033,1681113,1669202,1636793,1589703,1669479,1693208,1669202,1669202,1669202,1656737,1669202,1669756,1432662,1642610,1669202,1669202
14.0,1765598,1756457,1744823,1693024,1676958,1744269,1788632,1744823,1744823,1744823,1747870,1739560,1736236,1491336,1734851,1744823,1744823
19.0,1824876,1814073,1801885,1748978,1733743,1801331,1848556,1801885,1801885,1801885,1804932,1801885,1792467,1540308,1792190,1801885,1801885
