,1,11,12,13,15,16,2,3,5,6,7,8,9
3.0,4357760,4155730,3932243,4159896,3987720,4357760,3946236,3946236,4159090,3946236,4159090,3946236,4159090
6.0,4862080,4636440,4581710,4641224,4448290,4862080,4402665,4402665,4640590,4402665,4640590,4402665,4640590
9.0,5366400,5117150,4842180,5122552,4866990,5366400,4859525,4859525,5122090,4859525,5122090,4859525,5122090
