,1,2,3,4,5,6,7,8,9
3.0,12911,13112,12243,12891,13179,13089,13368,13034,13058
7.0,13320,13541,12648,13300,13614,13444,13297,13489,13484
11.0,13874,13970,13052,13844,14048,13787,13839,13916,13911
