,1,10A,11,13,14,15,16,17,18,3,4,5A,5B,6,7,8,9
2.0,8473,,8939,8939,8450,8836,7010,6997,7019,8491,8560,7566,8334,6920,6915,9032,9260
5.0,8606,,6912,6912,8582,9018,7119,7050,7062,8625,8677,7683,6981,7027,7023,9168,9368
8.0,8749,,7017,7130,8713,9151,7225,7157,7175,8757,8809,7800,7046,7386,7228,7073,9437
