,10,15,16,17,19,2,20,24,3,4,6,7,8,9
8.0,443,443,485,485,443,443,489,381,443,489,443,443,485,485
19.0,443,443,485,485,443,443,489,381,443,489,443,443,485,485
30.0,443,443,485,485,443,443,489,381,443,489,443,443,485,485
