,10,12,13,14,16,18,3,5,7,8,9
7.0,598,443,443,376,407,443,598,385,544,383,407
20.0,598,443,443,376,407,443,598,385,544,383,407
30.0,598,443,443,376,407,443,598,385,544,383,407
