,1,2,3,4,5,6,7,8,9
3.0,4260630,4654760,4346265,3996210,4810335,4018323,3676200,4757410,4635590
7.0,4395600,4807055,4490040,4123000,4969110,4127308,4082179,4923485,4786820
11.0,4578420,4959350,4633460,4291640,5127520,4232609,4248573,5079340,4938405
