,1,10,2,3,4,5,6,7,8,9
7.0,9163,9634,9163,9634,8930,9634,9184,9163,9668,8986
15.0,9468,9951,9468,9951,9227,9951,9490,9468,9987,9285
23.0,9771,10275,9771,10275,9519,10275,9794,9771,10311,9579
