,A,B,C,D,E,F,G,H,J,K
13.0,8604036,6014925,6002354,5126616,5768373,5376972,5088180,4757025,5868060,8173956
22.0,9104116,6504695,6333023,5224296,6242452,5669492,5256964,5035212,5973990,8521947
32.0,9510032,6600170,6499847,5500440,6445780,6002908,5579736,5302479,6394410,8967028
