,1,10,11,12,13,14,15,16,22,24,3,4,5,6,7,8,9
7.0,296,287,287,291,291,291,291,287,287,291,287,287,287,287,291,291,287
10.0,296,287,287,291,291,291,291,287,287,291,287,287,287,287,291,292,287
13.0,296,287,287,291,291,291,291,287,287,291,287,287,287,287,291,292,287
