,A,B,C,D,E,F,G,H,J,K,L,M
6.0,452,589,592,495,589,592,495,589,592,495,588,592
16.0,452,589,592,495,589,592,495,589,592,495,588,592
26.0,452,589,592,495,589,592,495,589,592,495,588,592
