,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
8.0,3390388,3247141,3056978,2490670,2501838,2488869,2380017,3132150,4386017,2488715,2546442,3348063,4080952,2416771,2521200,2389792,2384709,2482850
20.0,3523902,3378866,3274923,2595067,2651964,2600874,2475421,3257550,4603651,2637686,2807378,3488301,4362115,2513348,2610800,2495753,2483632,2578254
33.0,3630424,3495263,3371681,2732308,2800125,2791086,2581382,3361575,4740773,2839051,2911984,3596580,4521252,2615790,2820400,2582164,2594285,2670921
