,A,B,C,D,E,F,G,H,J,K
6.0,3615480,3378178,4433488,4433488,3399728,3399728,4453616,4452385,4433488,4485584
16.0,3703084,3519115,4613456,4613456,3541096,3541096,4635360,4633265,4613456,4676208
27.0,3938308,3668241,4812960,4812960,3691084,3691084,4834864,4833185,4812960,4898208
