,A,B,C,D,E,F,G,H,J,K,L,M
7.0,11197,10817,10451,10451,10341,11838,11274,10545,10285,10451,10287,11295
18.0,11478,10919,10678,10678,10654,12258,11491,10754,10409,10678,10522,11652
28.0,11696,11148,11025,11025,10770,12567,12258,11025,10592,11025,10962,11923
