,1,2,3,5,6,7,8,9
12.0,9739656,8361909,8507361,9702873,9720360,8300250,6915821,9720360
28.0,10096632,8438851,8221727,9980856,9243387,9236202,8403015,9933219
44.0,9795132,8876788,8830939,9795132,9734229,8876788,8980607,9795132
