,A,B,C,D,E,F,G,H
15.0,5694129,5677320,5580639,5699493,5644666,5595168,5662530,5583795
32.0,5410342,6036870,5988954,5826249,5491251,5552082,5553390,5644429
50.0,5635483,6473430,5801580,5886609,5667301,5746971,5942520,5613615
