,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,7069072,11941,592,373,4,KSWK
12.0/F中層A,12.0,中層,A,7240160,12230,592,333,3,KSWK
18.0/F高層A,18.0,高層,A,7399408,12499,592,327,3,KSWK
5.0/F低層B,5.0,低層,B,7086832,11971,592,296,4,KSWK
12.0/F中層B,12.0,中層,B,7257920,12260,592,302,4,KSWK
18.0/F高層B,18.0,高層,B,7413616,12523,592,290,4,KSWK
5.0/F低層C,5.0,低層,C,7086832,11971,592,296,4,KSWK
12.0/F中層C,12.0,中層,C,7257920,12260,592,302,4,KSWK
18.0/F高層C,18.0,高層,C,7413616,12523,592,290,4,KSWK
5.0/F低層D,5.0,低層,D,7108144,12007,592,337,4,KSWK
12.0/F中層D,12.0,中層,D,7279824,12297,592,344,4,KSWK
18.0/F高層D,18.0,高層,D,7433744,12557,592,329,4,KSWK
5.0/F低層E,5.0,低層,E,4866310,11317,430,282,4,KSWK
12.0/F中層E,12.0,中層,E,4982410,11587,430,284,4,KSWK
18.0/F高層E,18.0,高層,E,5088620,11834,430,269,4,KSWK
5.0/F低層F,5.0,低層,F,5619618,11563,486,266,4,KSWK
12.0/F中層F,12.0,中層,F,5753268,11838,486,272,4,KSWK
18.0/F高層F,18.0,高層,F,5876226,12091,486,260,4,KSWK
5.0/F低層G,5.0,低層,G,7086832,11971,592,296,4,KSWK
12.0/F中層G,12.0,中層,G,7257920,12260,592,302,4,KSWK
18.0/F高層G,18.0,高層,G,7413616,12523,592,290,4,KSWK
5.0/F低層H,5.0,低層,H,7086832,11971,592,296,4,KSWK
12.0/F中層H,12.0,中層,H,7257920,12260,592,302,4,KSWK
18.0/F高層H,18.0,高層,H,7413616,12523,592,290,4,KSWK
5.0/F低層J,5.0,低層,J,5639544,11604,486,336,5,KSWK
12.0/F中層J,12.0,中層,J,5777568,11888,486,353,5,KSWK
18.0/F高層J,18.0,高層,J,5903928,12148,486,350,5,KSWK
5.0/F低層K,5.0,低層,K,4866740,11318,430,244,4,KSWK
12.0/F中層K,12.0,中層,K,4996583,11593,431,251,4,KSWK
18.0/F高層K,18.0,高層,K,5103902,11842,431,239,4,KSWK
