,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,10415860,12610,826,338,4,NST
14.0/F中層A,14.0,中層,A,10911460,13210,826,351,4,NST
23.0/F高層A,23.0,高層,A,11905964,14414,826,340,3,NST
5.0/F低層B,5.0,低層,B,10330782,12507,826,373,4,NST
14.0/F中層B,14.0,中層,B,10784256,13056,826,383,4,NST
23.0/F高層B,23.0,高層,B,11490486,13911,826,368,4,NST
5.0/F低層C,5.0,低層,C,10535648,12308,856,331,3,NST
14.0/F中層C,14.0,中層,C,10999600,12850,856,385,4,NST
23.0/F高層C,23.0,高層,C,11404488,13323,856,358,4,NST
5.0/F低層D,5.0,低層,D,10453472,12212,856,320,3,NST
14.0/F中層D,14.0,中層,D,10964504,12809,856,386,4,NST
23.0/F高層D,23.0,高層,D,11370248,13283,856,359,4,NST
