,1,2,3,5,6,7,8,9
12.0,16230,15707,16097,16131,16131,16148,14599,16131
28.0,17411,17224,17210,17492,17492,13483,14397,13946
43.0,18798,18513,18524,18798,18823,14519,15439,15040
