,A,B,C,D,E,F,G,H,I,J
2.0,3808200,3267900,4256190,4256190,3181155,3181155,3511760,4175360,3151900,3067620
3.0,3824150,3281850,4273860,4273860,3194640,3194640,3529680,4192720,3165660,3064610
4.0,3839550,3295800,4291530,4291530,3185070,3208125,3523520,4209520,3178990,2438960
