,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
5.0,9073,8751,8751,8751,9508,8748,8699,8626,8758,8751,8751,10025,8751,8751,8751,8889,10355,10005,9910,9886,9886,8893,8751,8751
8.0,9251,8903,8903,8903,9666,8901,8857,8778,8910,8903,8903,10227,8903,8903,8903,9044,8912,10197,9075,9060,9060,9017,8903,8903
10.0,9503,9005,9005,10202,9771,9002,8963,8880,9011,9005,9005,10397,9005,9005,9005,9148,9013,10325,9178,9163,9163,9120,9005,9005
