,1,11,12,13,14,15,17,18,20,21,23,6,8,9
9.0,2209800,2499849,3036789,2541789,2499849,2207026,2755285,2502064,2779965,2761383,2499849,2580475,2723275,2723275
20.0,2074545,2566299,3178035,2587587,2566299,2322649,2800875,2623889,2826420,2804904,2566299,2566299,2793115,2793115
29.0,2391156,2661544,3244941,2684122,2661544,2431627,2904665,2684137,2932044,2905638,2661544,2661544,2896905,2896905
