,A,B,C,D,E,F,G
6.0,6889533,6720912,6795684,5914776,6832077,9241712,9441104
13.0,7485240,7188984,6780376,6213627,7370463,9767456,10010872
20.0,7806036,7552116,7103980,6559161,7639600,10254665,10510960
