,A,B,C,D,E,F,G,H,J,K
7.0,9781,10740,10740,10761,9331,10268,9883,10740,10268,10425
20.0,10631,11443,11443,11466,10163,10941,10516,11443,10941,11108
32.0,11258,12093,12093,12117,10777,11563,11133,12093,11563,11739
