,1,2,3,4,5,6,7
6.0,6231520,6125140,8100675,6814125,8038305,6070535,6229480
12.0,6414440,6298335,8228880,6996000,8307585,6331500,6547380
19.0,6696640,6573705,8559540,7301625,8643195,6485935,6690860
