,1,2,3,4,5,6,7,8
6.0,3005226,2919217,2722627,2810736,2995083,2919217,2722627,2810736
16.0,3163650,3072860,2867012,2959140,3141432,3072860,2867012,2959140
26.0,3308067,3212960,2998036,3094134,3291162,3212960,2998036,3094134
