,A,B,C,D,E,F,G
9.0,8897987,6362692,11396550,7345088,8092595,9690201,12611718
19.0,9799633,6966022,12123100,7505840,8571310,10434936,13117794
28.0,11184555,7470344,12652200,8051744,9237960,11086137,14638194
