,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,5424046,5822568,5872410,4469640,5086240,5727144,5922252,4855515,5853240,5518404,5047300,5143690,5500512,5822568,4838571,5080495
19.0,5944160,6369126,6297984,4879680,5549287,6003192,6459438,5370895,6450066,5827680,5553220,5807429,5825976,6369126,5266760,5535499
31.0,6163236,6148458,6640062,5277820,5569969,6310764,5957184,5633880,6605982,6092652,5838480,5874454,6002340,6148458,5455615,5656527
