,1,2,3,4,5,6,8
5.0,4843566,4906902,4906902,4906902,5023746,4969146,4906902
10.0,4908540,4971876,4971876,4971876,5106192,5035758,4971876
16.0,4986072,5049408,5049408,5049408,5205564,5114382,5049408
