,1,2,3,4,5,6,7,8
12.0,5496183,4961280,4937126,5442008,5560464,4918328,4679213,5756300
21.0,5865398,5223360,5197888,5750744,5750208,5154990,4963427,5951000
31.0,6074530,5398560,5407558,6011240,6021960,5375264,5203086,6218850
