,subjFloor,floorLv,unitNo,price,npsf,nfa
10.0/F低層11,10.0,低層,11,2292082,5174,443
20.0/F中層11,20.0,中層,11,2389542,5394,443
29.0/F高層11,29.0,高層,11,2489660,5620,443
10.0/F低層12,10.0,低層,12,2924312,5528,529
20.0/F中層12,20.0,中層,12,3010539,5691,529
29.0/F高層12,29.0,高層,12,3125861,5909,529
10.0/F低層13,10.0,低層,13,2507216,5584,449
20.0/F中層13,20.0,中層,13,2419661,5389,449
29.0/F高層13,29.0,高層,13,2521135,5615,449
10.0/F低層14,10.0,低層,14,2292082,5174,443
20.0/F中層14,20.0,中層,14,2389542,5394,443
29.0/F高層14,29.0,高層,14,2489660,5620,443
10.0/F低層15,10.0,低層,15,2292082,5174,443
20.0/F中層15,20.0,中層,15,2389542,5394,443
29.0/F高層15,29.0,高層,15,2489660,5620,443
10.0/F低層17,10.0,低層,17,2699995,5567,485
20.0/F中層17,20.0,中層,17,2807665,5789,485
29.0/F高層17,29.0,高層,17,2883810,5946,485
10.0/F低層18,10.0,低層,18,2292082,5174,443
20.0/F中層18,20.0,中層,18,2389542,5394,443
29.0/F高層18,29.0,高層,18,2489660,5620,443
10.0/F低層20,10.0,低層,20,2764317,5653,489
20.0/F中層20,20.0,中層,20,2869452,5868,489
29.0/F高層20,29.0,高層,20,2978988,6092,489
10.0/F低層21,10.0,低層,21,2713950,5550,489
20.0/F中層21,20.0,中層,21,2823486,5774,489
29.0/F高層21,29.0,高層,21,2931066,5994,489
10.0/F低層22,10.0,低層,22,2296955,5185,443
20.0/F中層22,20.0,中層,22,2388656,5392,443
29.0/F高層22,29.0,高層,22,2479914,5598,443
10.0/F低層23,10.0,低層,23,2297398,5186,443
20.0/F中層23,20.0,中層,23,2394858,5406,443
29.0/F高層23,29.0,高層,23,2484344,5608,443
10.0/F低層24,10.0,低層,24,1975866,5186,381
20.0/F中層24,20.0,中層,24,2060448,5408,381
29.0/F高層24,29.0,高層,24,2135124,5604,381
10.0/F低層4,10.0,低層,4,2720796,5564,489
20.0/F中層4,20.0,中層,4,3065541,6269,489
29.0/F高層4,29.0,高層,4,2909061,5949,489
10.0/F低層7,10.0,低層,7,2289867,5169,443
20.0/F中層7,20.0,中層,7,2393086,5402,443
29.0/F高層7,29.0,高層,7,2483458,5606,443
10.0/F低層9,10.0,低層,9,2699995,5567,485
20.0/F中層9,20.0,中層,9,2807665,5789,485
29.0/F高層9,29.0,高層,9,2885750,5950,485
