,A,B,C,D,E,F,G,H,J,K
7.0,10256,10106,9598,9598,10231,10401,9784,9840,9645,9558
20.0,10678,10593,9951,9951,10665,10823,10177,10398,9762,9894
33.0,11337,10962,10579,10579,11148,11185,10602,10675,10480,10492
