,A,B,C,D,E,F,G,H,J,K,L,M
5.0,12726,12509,12509,12433,12509,13066,13073,12509,12503,12503,12776,12851
14.0,13170,12988,12988,12904,12988,13656,13552,12988,12982,12982,13298,13348
23.0,13299,13420,13420,13402,13420,14102,14000,13420,13415,13415,13746,13802
