,A,B,C,D,E,F,G,H
8.0,12175,12143,11431,11409,12164,12514,12470,12160
13.0,12394,12377,11653,11630,12398,12666,12710,12394
19.0,12694,12675,11930,11904,12698,12992,13011,12694
