,1,10,11,12,13,14,15,17,19,2,20,21,22,23,3,7,9
9.0,6556,6424,6458,6335,6451,6458,6458,6381,6465,6458,6374,6374,6458,6458,6458,6458,6523
20.0,6979,6838,6470,6737,6862,6869,6869,6789,6873,6869,6781,6781,6869,6869,6869,6869,6942
30.0,7348,7222,7229,7089,7221,7229,7229,7145,7231,7229,7137,7137,7229,7229,7229,7229,7357
