,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,9918484,17839,556
4.0/F中層A,4.0,中層,A,10342712,18602,556
6.0/F高層A,6.0,高層,A,10451132,18797,556
2.0/F低層B,2.0,低層,B,10206378,18693,546
4.0/F中層B,4.0,中層,B,10555818,19333,546
6.0/F高層B,6.0,高層,B,9177630,21098,435
2.0/F低層C,2.0,低層,C,9199533,18003,511
4.0/F中層C,4.0,中層,C,9300711,18201,511
6.0/F高層C,6.0,高層,C,9399845,18395,511
2.0/F低層D,2.0,低層,D,9199533,18003,511
4.0/F中層D,4.0,中層,D,9300711,18201,511
6.0/F高層D,6.0,高層,D,9399845,18395,511
2.0/F低層E,2.0,低層,E,,,
4.0/F中層E,4.0,中層,E,9251188,18211,508
6.0/F高層E,6.0,高層,E,9349740,18405,508
2.0/F低層F,2.0,低層,F,7761350,18262,425
4.0/F中層F,4.0,中層,F,8893125,20925,425
6.0/F高層F,6.0,高層,F,8986625,21145,425
2.0/F低層whole floor,2.0,低層,whole floor,9218440,18040,511
4.0/F中層whole floor,4.0,中層,whole floor,9278112,18264,508
6.0/F高層whole floor,6.0,高層,whole floor,9700749,20337,477
