,A,B,C,D,E,F,G,H,J,K
3.0,11043,10996,12120,11898,13274,15614,11938,11822,12105,12105
6.0,12149,12115,13345,13096,12818,17213,13137,13125,12729,12729
8.0,12887,12864,14164,13961,13593,18279,14083,16090,13498,13498
