,1,10,1016,11,12,13,14,15,16,17,18,19,2,203,204,215,217,218,316,5,6,608,7,8,812,9,913
3.0,5275530,,4415651,4464054,4458066,4283915,4458066,4458066,4037908,4094295,4514952,4628442,5222320,5756250,5756250,4458066,4458066,4458066,4458066,5703750,5805000,5188680,5132420,5269300,4458066,5377200,4458066
8.0,5497245,,4512956,4567846,4644193,4471040,4644193,4644193,4210063,4644193,4609263,4822029,5490280,6022500,6022500,4644193,4644193,4644193,4644193,5954250,6075000,5304680,5245520,5492020,4644193,5603400,4644193
12.0,5498415,,4669642,4725031,4726528,,4726528,,2620926,4726528,4772935,4907145,5652680,6238500,6238500,4726528,4726528,4726528,4726528,6155250,6294750,5483900,5418360,5632960,4726528,5700000,4726528
