,A,B,C,D,E,F,G,H
9.0,7497474,7678320,7163800,5551040,5339200,7268660,7840425,7497474
18.0,7696770,7882155,7353920,5735040,5538560,7451430,8029815,7696770
26.0,7966131,8154470,7616560,5752320,5717120,7697900,8142165,7966131
