,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,5084096,8588,592,204,3,HSSW
20.0/F中層A,20.0,中層,A,6773664,11442,592,264,4,HSSW
32.0/F高層A,32.0,高層,A,6976128,11784,592,224,3,HSSW
7.0/F低層B,7.0,低層,B,5084096,8588,592,204,3,HSSW
20.0/F中層B,20.0,中層,B,6966064,11767,592,176,3,HSSW
32.0/F高層B,32.0,高層,B,5400224,9122,592,227,3,HSSW
7.0/F低層C,7.0,低層,C,5087648,8594,592,240,3,HSSW
20.0/F中層C,20.0,中層,C,5252224,8872,592,267,3,HSSW
32.0/F高層C,32.0,高層,C,5404960,9130,592,270,3,HSSW
7.0/F低層D,7.0,低層,D,5084096,8588,592,204,3,HSSW
20.0/F中層D,20.0,中層,D,6966064,11767,592,176,3,HSSW
32.0/F高層D,32.0,高層,D,5400224,9122,592,227,3,HSSW
7.0/F低層E,7.0,低層,E,5127176,11896,431,161,3,HSSW
20.0/F中層E,20.0,中層,E,3986319,9249,431,184,3,HSSW
32.0/F高層E,32.0,高層,E,4104413,9523,431,186,3,HSSW
7.0/F低層F,7.0,低層,F,5659896,11694,484,171,3,HSSW
20.0/F中層F,20.0,中層,F,5868500,12125,484,184,3,HSSW
32.0/F高層F,32.0,高層,F,4544276,9389,484,212,3,HSSW
7.0/F低層G,7.0,低層,G,5229728,8834,592,326,4,HSSW
20.0/F中層G,20.0,中層,G,6982048,11794,592,220,3,HSSW
32.0/F高層G,32.0,高層,G,7262656,12268,592,168,2,HSSW
7.0/F低層H,7.0,低層,H,5084096,8588,592,204,3,HSSW
20.0/F中層H,20.0,中層,H,6966064,11767,592,176,3,HSSW
32.0/F高層H,32.0,高層,H,5400224,9122,592,227,3,HSSW
7.0/F低層J,7.0,低層,J,5624535,11645,483,207,3,HSSW
20.0/F中層J,20.0,中層,J,4406892,9124,483,246,3,HSSW
32.0/F高層J,32.0,高層,J,4536819,9393,483,254,3,HSSW
7.0/F低層K,7.0,低層,K,5145278,11938,431,184,3,HSSW
20.0/F中層K,20.0,中層,K,5336211,12381,431,203,3,HSSW
32.0/F高層K,32.0,高層,K,5571968,12928,431,159,2,HSSW
