,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層blank,3.0,低層,blank,25527296,49858,512,137,1,HSW
4.0/F中層blank,4.0,中層,blank,25695744,50187,512,138,1,HSW
4.0/F高層blank,4.0,高層,blank,25695744,50187,512,138,1,HSW
