,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,7203070,12106,595
18.0/F中層A,18.0,中層,A,7496405,12599,595
29.0/F高層A,29.0,高層,A,7811755,13129,595
7.0/F低層B,7.0,低層,B,6083000,13825,440
18.0/F中層B,18.0,中層,B,6400680,14547,440
29.0/F高層B,29.0,高層,B,6699000,15225,440
7.0/F低層C,7.0,低層,C,5916079,13663,433
18.0/F中層C,18.0,中層,C,6224375,14375,433
29.0/F高層C,29.0,高層,C,6452999,14903,433
7.0/F低層D,7.0,低層,D,5916079,13663,433
18.0/F中層D,18.0,中層,D,6224375,14375,433
29.0/F高層D,29.0,高層,D,6514485,15045,433
7.0/F低層E,7.0,低層,E,5929880,13477,440
18.0/F中層E,18.0,中層,E,6265160,14239,440
29.0/F高層E,29.0,高層,E,6554240,14896,440
7.0/F低層F,7.0,低層,F,7250670,12186,595
18.0/F中層F,18.0,中層,F,7551145,12691,595
29.0/F高層F,29.0,高層,F,7869470,13226,595
