,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,4977400,12140,410
11.0/F中層A,11.0,中層,A,5613720,13692,410
18.0/F高層A,18.0,高層,A,5843320,14252,410
5.0/F低層B,5.0,低層,B,5416920,13212,410
11.0/F中層B,11.0,中層,B,5613720,13692,410
18.0/F高層B,18.0,高層,B,5843320,14252,410
