,1,12,13,14,15,17,18,22,23,4,5
11.0,5893,5977,5708,5697,5744,5626,5697,5630,5697,5620,5620
20.0,6115,6223,5931,5915,5963,5840,5915,5787,5915,5832,5865
28.0,6340,6447,6149,6132,6182,6055,6132,6058,6132,6047,6047
