,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,3337770,9021,370
4.0/F中層A,4.0,中層,A,3058420,8266,370
4.0/F高層A,4.0,高層,A,3058420,8266,370
3.0/F低層B,3.0,低層,B,3046950,8235,370
4.0/F中層B,4.0,中層,B,3058420,8266,370
4.0/F高層B,4.0,高層,B,3058420,8266,370
3.0/F低層C,3.0,低層,C,3161730,9438,335
4.0/F中層C,4.0,中層,C,3213320,9592,335
4.0/F高層C,4.0,高層,C,3213320,9592,335
3.0/F低層E,3.0,低層,E,3601580,9734,370
4.0/F中層E,4.0,中層,E,3564580,9634,370
4.0/F高層E,4.0,高層,E,3564580,9634,370
3.0/F低層F,3.0,低層,F,3308910,8943,370
4.0/F中層F,4.0,中層,F,3378470,9131,370
4.0/F高層F,4.0,高層,F,3378470,9131,370
3.0/F低層G,3.0,低層,G,3993200,11920,335
4.0/F中層G,4.0,中層,G,4007605,11963,335
4.0/F高層G,4.0,高層,G,4007605,11963,335
3.0/F低層H,3.0,低層,H,3545640,10584,335
4.0/F中層H,4.0,中層,H,2898420,8652,335
4.0/F高層H,4.0,高層,H,2898420,8652,335
