,A,B,C,D,E,F,G,H
9.0,13023,13100,13151,12353,13242,13214,11956,13926
18.0,13321,13583,13331,13694,14415,13727,12712,13748
26.0,13385,14164,14053,13524,14600,14191,13070,14177
