,A,B,C,D,E,F,G
5.0,8059380,5420624,5751744,5754904,5019447,5495628,5978400
8.0,8156563,5480816,5823664,5829814,5965686,5563923,6054720
11.0,8251889,5550622,5848720,5904270,5692506,5593125,5702232
