,1,1256,2,3,4,5,6,7,8
5.0,7431170,,7493210,7616986,7376902,7243640,7153870,7616986,7616986
14.0,7778500,,7832550,7924254,7855094,7535510,7482400,7924254,7924254
22.0,7969320,,8123950,8207316,8130252,7805760,7755940,8207316,8207316
