,10,11,12,13,14,15,18,19,2,20,21,27,3,8,9
8.0,6008,5662,5499,5420,5576,5580,5465,5580,5580,6040,,5638,5666,5658,5494
18.0,6376,6042,5983,5711,6024,6027,5768,6027,6027,6316,,6136,6047,6038,5801
29.0,6692,6364,6303,6188,6343,6350,5967,6350,6350,6350,,6463,6493,6362,6273
