,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,4941450,10981,450
18.0/F中層A,18.0,中層,A,5108400,11352,450
28.0/F高層A,28.0,高層,A,5331600,11848,450
8.0/F低層B,8.0,低層,B,7563343,11477,659
18.0/F中層B,18.0,中層,B,7474378,11342,659
28.0/F高層B,28.0,高層,B,7577182,11498,659
8.0/F低層C,8.0,低層,C,5576039,11641,479
18.0/F中層C,18.0,中層,C,5726445,11955,479
28.0/F高層C,28.0,高層,C,5919482,12358,479
8.0/F低層D,8.0,低層,D,5490777,11463,479
18.0/F中層D,18.0,中層,D,5734588,11972,479
28.0/F高層D,28.0,高層,D,5877809,12271,479
8.0/F低層E,8.0,低層,E,7675373,11647,659
18.0/F中層E,18.0,中層,E,7814422,11858,659
28.0/F高層E,28.0,高層,E,8209822,12458,659
8.0/F低層F,8.0,低層,F,5064750,11255,450
18.0/F中層F,18.0,中層,F,5184000,11520,450
28.0/F高層F,28.0,高層,F,5255100,11678,450
