,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,12014764,20159,596
14.0/F中層A,14.0,中層,A,12662020,21245,596
22.0/F高層A,22.0,高層,A,13414768,22508,596
7.0/F低層B,7.0,低層,B,13843165,20209,685
14.0/F中層B,14.0,中層,B,14560360,21256,685
22.0/F高層B,22.0,高層,B,15346740,22404,685
7.0/F低層C,7.0,低層,C,13428740,19604,685
14.0/F中層C,14.0,中層,C,14151415,20659,685
22.0/F高層C,22.0,高層,C,14998760,21896,685
7.0/F低層D,7.0,低層,D,14029847,19513,719
14.0/F中層D,14.0,中層,D,14728715,20485,719
22.0/F高層D,22.0,高層,D,15552689,21631,719
7.0/F低層E,7.0,低層,E,14012591,19489,719
14.0/F中層E,14.0,中層,E,14770417,20543,719
22.0/F高層E,22.0,高層,E,15659101,21779,719
7.0/F低層F,7.0,低層,F,12819950,19723,650
14.0/F中層F,14.0,中層,F,13505700,20778,650
22.0/F高層F,22.0,高層,F,14309750,22015,650
7.0/F低層G,7.0,低層,G,11161520,19720,566
14.0/F中層G,14.0,中層,G,11738274,20739,566
22.0/F高層G,22.0,高層,G,12415210,21935,566
7.0/F低層H,7.0,低層,H,11859804,19899,596
14.0/F中層H,14.0,中層,H,12477856,20936,596
22.0/F高層H,22.0,高層,H,13193056,22136,596
