,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,10807,10196,11000,10348,10288,11180,11000,10294,10514,10938,11083,11000,10789,10926,10860,11169,10281,11000,11095,9980,11000,11105,10558,10752
18.0,11436,11385,11638,11199,11185,11831,11638,12706,12665,11523,11901,11638,11417,11834,11638,11633,10793,11638,11846,10489,11638,11749,11415,11414
29.0,11695,11849,12234,11459,11632,12296,12382,13520,13018,12337,12713,11714,11632,12638,12234,12433,11406,12234,12224,10857,12234,12548,11639,11277
