,1,2,3,5,6,7,8,9
11.0,9281307,10547694,10689434,8467674,7895426,7286268,6031311,5792640
22.0,9625035,10925170,10868474,8677662,8175410,7733062,5952375,5997824
35.0,10033863,11292202,11172842,9084130,8874756,8023796,6175455,6027840
