,A,B,C,D,E,F,G,H
10.0,9648,9572,9874,9498,8908,9654,9733,9615
28.0,10415,9360,9504,10267,9545,9915,10070,9823
44.0,11327,9458,9579,10690,10884,10388,10740,9923
