,1,10,11,12,13,14,15,16,17,18,19,2,20,4,5,6,7,8,9
7.0,2725122,2770491,2766231,2685504,3134250,3141427,2889040,2884720,2894605,2764705,2727592,2685504,2799459,3141427,2889040,2854544,2715999,2757344,2685504
20.0,2847796,2823416,2921360,2906064,3314544,3622596,3022750,3022750,3073867,2922317,2884896,2882776,2948936,3314544,3022750,3009375,2873013,2906046,2888706
32.0,2984806,2957587,3046629,3012676,3474900,3481107,3201975,3201975,3231636,3040788,3015202,3012676,3100012,3474900,3195900,3168870,3001170,3039936,3012676
